,0
0,0.11827222222222222
1,0.20688333333333334
2,0.11827222222222222
3,0.9706944444444444
4,0.9452
5,0.9655888888888889
6,0.26135
7,0.9735222222222222
8,0.8573944444444445
9,0.7442888888888889
10,0.9267833333333333
11,0.5706833333333333
12,0.6621555555555556
13,0.4061
14,0.3761388888888889
15,0.22292222222222222
16,0.8016277777777778
17,0.4093777777777778
18,0.9803166666666666
19,0.9301388888888888
20,0.7776055555555555
21,0.17253888888888888
22,0.23947222222222223
23,0.7873277777777777
24,0.9877666666666667
25,0.46845
26,0.9419055555555556
27,0.95
28,0.7501
29,0.7906333333333333
30,0.11827222222222222
31,0.6674666666666667
32,0.6385333333333333
33,0.8445777777777778
34,0.9588666666666666
35,0.8743611111111111
36,0.8862
37,0.8910388888888889
38,0.8875888888888889
39,0.4325333333333333
40,0.6082055555555556
41,0.6893222222222222
42,0.8873055555555556
43,0.9306555555555556
44,0.9732055555555555
45,0.4085611111111111
46,0.8912722222222222
47,0.8157944444444445
48,0.8568388888888889
49,0.9023277777777777
50,0.9547777777777777
51,0.8163388888888888
52,0.11827222222222222
53,0.7792833333333333
54,0.10949444444444445
55,0.9058055555555555
56,0.26055555555555554
57,0.11827222222222222
58,0.8739722222222223
59,0.5375333333333333
60,0.9772111111111111
61,0.7450833333333333
62,0.22207222222222223
63,0.9161277777777778
64,0.9246888888888889
65,0.9191722222222222
66,0.8742444444444445
67,0.4290111111111111
68,0.11827222222222222
69,0.9133722222222223
70,0.9040222222222222
71,0.7465833333333334
72,0.6105555555555555
73,0.20996666666666666
74,0.8904277777777778
75,0.9371666666666667
76,0.9214055555555556
77,0.8623277777777778
78,0.8740944444444444
79,0.9158833333333334
80,0.9431166666666667
81,0.46797777777777777
82,0.3543222222222222
83,0.9366388888888889
